shipment_id,order_date,region,transport_mode,shipment_type,shipment_volume_kg,distance_km,estimated_delivery_days,actual_delivery_days,delivery_delay_days,transportation_cost,handling_cost,fuel_surcharge,total_cost,weather_condition,traffic_level,on_time_delivery,customer_rating
SHP100578,2025-05-15,South,Road,Fragile,76.38,400,9.09,10.46,1.37,534.66,534.66,41.32,1061.76,Normal,Low,No,4.8
SHP100579,2025-12-16,South,Air,Bulk,72.24,1230,2.66,3.93,1.27,4265.05,288.96,443.31,5044.24,Normal,Medium,No,4.7
SHP100580,2025-06-18,South,Road,Express,42.35,775,15.17,16.85,1.68,574.37,127.05,55.2,761.64,Adverse,Medium,No,5.0
SHP100581,2025-11-30,West,Sea,Standard,88.87,294,9.95,10.74,0.79,222.09,266.61,29.23,545.27,Normal,Medium,No,4.6
SHP100582,2025-05-02,South,Road,Fragile,106.71,948,18.37,19.34,0.97,1770.32,746.97,227.88,2774.33,Normal,Low,No,5.0
SHP100583,2025-08-24,South,Rail,Fragile,77.06,849,10.13,13.17,3.04,752.38,539.42,54.22,1378.5,Adverse,Medium,No,4.0
SHP100584,2025-03-17,East,Rail,Express,38.44,544,6.82,9.85,3.03,240.48,115.32,16.34,372.93,Adverse,High,No,3.8
SHP100585,2025-11-05,North,Sea,Bulk,49.28,1584,47.08,48.92,1.84,663.51,197.12,94.04,956.5,Normal,Medium,No,4.4
SHP100586,2025-01-23,North,Rail,Standard,117.83,463,5.55,5.85,0.3,627.39,353.49,67.88,1080.05,Normal,Medium,Yes,5.0
SHP100587,2025-11-29,North,Rail,Express,44.14,592,7.13,6.91,-0.22,300.51,132.42,41.23,437.71,Normal,Low,Yes,4.8
SHP100588,2025-03-14,North,Road,Fragile,72.36,992,19.54,19.46,-0.08,1256.17,506.52,81.94,1802.83,Normal,Low,Yes,5.0
SHP100589,2025-03-29,North,Road,Bulk,34.44,678,13.89,13.84,-0.05,408.63,137.76,43.88,574.01,Normal,Medium,Yes,5.0
SHP100590,2025-04-13,North,Road,Standard,89.21,304,6.56,6.94,0.38,474.6,267.63,51.52,803.83,Normal,High,Yes,5.0
SHP100591,2025-04-04,East,Air,Fragile,32.2,719,1.92,3.99,2.07,1111.29,225.4,152.76,1556.68,Normal,High,No,3.2
SHP100592,2025-11-12,North,Road,Express,50.48,518,10.86,11.04,0.18,457.6,151.44,31.48,642.2,Normal,Medium,Yes,4.2
SHP100593,2025-09-23,South,Rail,Standard,70.99,1041,12.3,12.96,0.66,849.86,212.97,69.38,1202.21,Normal,Medium,No,4.3
SHP100594,2025-09-10,West,Road,Standard,130.81,706,13.43,14.88,1.45,1616.16,392.43,156.1,2182.73,Adverse,High,No,4.3
SHP100595,2025-12-24,South,Road,Bulk,59.9,685,13.24,13.26,0.02,718.05,239.6,99.04,1040.82,Normal,Medium,Yes,4.6
SHP100596,2025-02-27,East,Air,Standard,45.69,365,1.0,1.51,0.51,800.49,137.07,115.67,1093.38,Adverse,Medium,No,5.0
SHP100597,2025-01-09,North,Road,Standard,43.78,573,11.81,14.18,2.37,439.0,131.34,65.56,627.41,Adverse,Low,No,4.5
SHP100598,2025-01-13,North,Road,Standard,87.12,1108,21.54,21.81,0.27,1689.26,261.36,247.18,2206.59,Normal,Medium,Yes,5.0
SHP100599,2025-05-11,North,Road,Bulk,67.92,424,8.79,9.44,0.65,503.97,271.68,30.51,759.38,Normal,Medium,No,4.9
SHP100600,2025-08-10,North,Sea,Fragile,75.57,638,19.67,21.51,1.84,409.82,528.99,26.35,912.35,Normal,High,No,4.7
SHP100601,2025-11-25,South,Air,Fragile,113.38,388,1.0,4.14,3.14,2111.59,793.66,154.75,3079.37,Normal,High,No,3.3
SHP100602,2025-06-02,North,Road,Standard,54.79,339,7.31,6.02,-1.29,325.04,164.37,29.71,557.75,Normal,Low,Yes,5.0
SHP100603,2025-03-12,North,Road,Express,65.34,620,12.51,12.86,0.35,708.94,196.02,95.49,1068.55,Normal,Medium,Yes,4.3
SHP100604,2025-12-11,North,Road,Express,43.44,715,14.19,15.9,1.71,543.54,130.32,76.28,721.82,Adverse,High,No,4.8
SHP100605,2025-01-20,South,Air,Bulk,33.68,1946,2.98,1.78,-1.2,3145.98,134.72,241.66,3573.59,Normal,Medium,Yes,5.0
SHP100606,2025-03-22,North,Rail,Bulk,37.5,506,6.37,6.08,-0.29,218.21,150.0,25.26,439.48,Normal,Low,Yes,5.0
SHP100607,2025-08-16,South,Road,Standard,11.45,632,12.69,13.02,0.33,126.64,34.35,18.05,161.85,Normal,Low,Yes,3.9
SHP100608,2025-12-12,East,Road,Fragile,70.6,327,7.39,7.85,0.46,404.01,494.2,41.1,987.89,Normal,Medium,Yes,4.4
SHP100609,2025-01-19,East,Road,Standard,66.72,910,17.54,20.44,2.9,1062.52,200.16,73.65,1369.38,Adverse,Medium,No,3.4
SHP100610,2025-06-14,North,Rail,Express,69.8,809,9.84,10.33,0.49,649.38,209.4,65.72,964.48,Normal,Medium,Yes,4.2
SHP100611,2025-04-17,West,Air,Standard,32.42,1474,2.81,2.7,-0.11,2293.78,97.26,215.21,2682.1,Normal,Low,Yes,4.6
SHP100612,2025-12-14,East,Road,Standard,37.88,1198,22.94,25.15,2.21,794.15,113.64,88.94,1035.25,Normal,High,No,4.1
SHP100613,2025-08-02,North,Road,Standard,37.18,789,15.11,14.63,-0.48,513.36,111.54,51.07,601.18,Normal,Low,Yes,5.0
SHP100614,2025-08-27,West,Road,Express,93.88,502,10.58,10.88,0.3,824.74,281.64,50.77,1168.44,Normal,Low,Yes,3.9
SHP100615,2025-05-27,West,Sea,Standard,58.69,727,22.46,21.42,-1.04,362.67,176.07,54.21,538.11,Normal,Medium,Yes,5.0
SHP100616,2025-06-30,North,Road,Fragile,54.46,612,12.38,13.56,1.18,583.27,381.22,63.53,1033.32,Normal,Medium,No,4.5
SHP100617,2025-12-02,South,Air,Standard,79.33,1098,2.1,2.61,0.51,4181.01,237.99,429.08,4851.36,Adverse,Low,No,4.3
SHP100618,2025-07-17,West,Rail,Standard,37.25,1024,11.73,12.27,0.54,438.66,111.75,64.01,593.98,Adverse,Low,No,4.9
SHP100619,2025-10-14,West,Road,Fragile,64.48,552,11.43,12.45,1.02,622.88,451.36,46.11,1084.38,Normal,Low,No,4.5
SHP100620,2025-02-22,North,Road,Standard,139.95,291,6.86,6.67,-0.19,712.7,419.85,54.9,1168.88,Normal,Medium,Yes,4.9
SHP100621,2025-08-28,North,Road,Express,101.81,1353,25.52,27.31,1.79,2410.61,305.43,319.94,3024.17,Normal,Medium,No,3.8
SHP100622,2025-10-17,South,Rail,Fragile,63.96,895,11.08,10.23,-0.85,658.31,447.72,54.95,1156.37,Normal,Medium,Yes,5.0
SHP100623,2025-10-14,South,Air,Standard,55.59,545,1.52,2.12,0.6,1454.23,166.77,191.86,1816.55,Normal,Medium,No,4.4
SHP100624,2025-07-07,East,Rail,Standard,69.47,876,10.25,10.68,0.43,699.84,208.41,59.09,987.83,Normal,Medium,Yes,4.0
SHP100625,2025-01-06,South,Road,Standard,109.35,677,13.41,13.19,-0.22,1295.52,328.05,81.6,1694.24,Normal,Low,Yes,5.0
SHP100626,2025-10-10,South,Road,Bulk,105.22,1342,25.25,26.33,1.08,2471.09,420.88,263.25,3200.01,Normal,High,No,4.0
SHP100627,2025-09-20,West,Sea,Express,119.18,225,7.91,9.16,1.25,227.93,357.54,17.71,601.84,Normal,High,No,3.7
SHP100628,2025-02-18,North,Air,Fragile,60.5,522,1.32,2.87,1.55,1515.89,423.5,194.35,2166.09,Normal,Low,No,4.4
SHP100629,2025-12-18,South,Road,Express,14.12,1566,29.34,28.0,-1.34,386.96,42.36,45.55,464.21,Normal,Low,Yes,5.0
SHP100630,2025-07-19,East,Sea,Standard,134.64,886,26.91,26.27,-0.64,1013.97,403.92,145.12,1659.05,Normal,Low,Yes,4.9
SHP100631,2025-03-01,West,Rail,Standard,33.64,1723,20.1,21.49,1.39,666.56,100.92,86.97,870.8,Adverse,Low,No,4.5
SHP100632,2025-02-02,East,Rail,Fragile,78.64,332,4.65,4.87,0.22,300.25,550.48,22.9,930.86,Normal,Medium,Yes,5.0
SHP100633,2025-10-30,East,Air,Standard,14.29,1172,2.32,2.99,0.67,803.9,42.87,106.13,928.61,Normal,Medium,No,4.8
SHP100634,2025-09-01,North,Air,Standard,53.84,1134,1.84,3.51,1.67,2930.62,161.52,345.1,3421.59,Normal,High,No,4.3
SHP100635,2025-06-21,South,Rail,Standard,44.19,258,3.64,4.89,1.25,131.11,132.57,15.76,270.62,Normal,Medium,No,3.7
SHP100636,2025-07-26,East,Road,Express,119.32,552,11.32,12.2,0.88,1152.63,357.96,155.49,1752.64,Normal,Medium,No,5.0
SHP100637,2025-10-10,North,Road,Bulk,64.4,613,12.71,13.96,1.25,690.85,257.6,77.13,1018.13,Normal,Medium,No,4.7
SHP100638,2025-01-22,South,Sea,Standard,53.53,267,9.13,8.9,-0.23,121.49,160.59,12.38,265.64,Adverse,Low,Yes,4.7
SHP100639,2025-02-16,South,Road,Express,68.28,559,11.47,13.06,1.59,667.95,204.84,78.35,996.67,Normal,Medium,No,4.3
SHP100640,2025-12-15,North,Road,Standard,9.32,1051,20.08,20.85,0.77,171.42,27.96,14.88,216.32,Adverse,Medium,No,4.7
SHP100641,2025-06-07,South,Road,Bulk,36.76,524,10.44,11.57,1.13,337.09,147.04,25.76,502.26,Normal,Low,No,4.5
SHP100642,2025-09-15,North,Road,Standard,40.03,743,14.39,13.29,-1.1,520.49,120.09,60.11,679.33,Normal,Low,Yes,5.0
SHP100643,2025-05-23,South,Rail,Standard,74.13,746,8.98,9.99,1.01,635.96,222.39,51.54,927.0,Normal,High,No,3.7
SHP100644,2025-02-16,North,Sea,Fragile,29.48,646,20.47,22.32,1.85,161.87,206.36,10.88,416.3,Normal,Medium,No,3.5
SHP100645,2025-01-27,West,Road,Fragile,59.08,441,9.12,9.84,0.72,455.95,413.56,27.38,924.47,Normal,Low,No,3.6
SHP100646,2025-01-27,East,Road,Express,50.71,934,18.27,18.07,-0.2,828.85,152.13,95.11,1059.32,Normal,Medium,Yes,5.0
SHP100647,2025-05-25,East,Road,Standard,37.91,272,6.28,8.53,2.25,180.45,113.73,16.71,276.32,Normal,High,No,4.2
SHP100648,2025-03-16,West,Sea,Standard,39.33,653,19.88,19.34,-0.54,218.3,117.99,27.88,223.5,Normal,Medium,Yes,5.0
SHP100649,2025-07-06,South,Rail,Standard,50.46,1393,16.17,16.15,-0.02,808.34,151.38,75.8,1002.43,Normal,Low,Yes,4.9
SHP100650,2025-01-10,North,Road,Standard,16.55,508,10.59,12.3,1.71,147.13,49.65,15.26,199.02,Normal,High,No,4.4
SHP100651,2025-05-01,East,Air,Express,79.91,436,1.18,4.1,2.92,1672.36,239.73,161.61,2071.63,Adverse,Medium,No,3.6
SHP100652,2025-10-16,East,Air,Standard,33.51,969,1.39,1.02,-0.37,1558.62,100.53,184.78,1834.45,Normal,Low,Yes,5.0
SHP100653,2025-06-14,West,Air,Standard,45.76,711,1.64,1.82,0.18,1561.7,137.28,143.76,1940.77,Normal,Medium,Yes,5.0
SHP100654,2025-09-21,South,Sea,Express,116.99,979,29.33,29.37,0.04,973.53,350.97,142.86,1484.56,Normal,Medium,Yes,4.6
SHP100655,2025-06-10,North,Road,Bulk,80.65,664,13.14,13.63,0.49,937.15,322.6,135.19,1351.62,Normal,Low,Yes,4.7
SHP100656,2025-11-23,South,Air,Express,26.49,175,1.0,1.47,0.47,222.52,79.47,30.33,355.26,Normal,Low,Yes,4.7
SHP100657,2025-10-24,South,Road,Standard,8.57,1244,24.2,25.07,0.87,186.57,25.71,26.65,252.63,Normal,Low,No,5.0
SHP100658,2025-04-28,East,Air,Standard,69.85,2029,3.47,5.27,1.8,6802.83,209.55,683.16,7658.79,Normal,High,No,3.8
SHP100659,2025-11-07,East,Air,Bulk,46.78,1317,2.72,2.62,-0.1,2957.24,187.12,320.21,3474.68,Normal,Low,Yes,5.0
SHP100660,2025-09-20,South,Air,Standard,59.27,93,1.0,2.05,1.05,264.58,177.81,33.55,494.49,Normal,Medium,No,3.9
SHP100661,2025-03-25,West,Rail,Standard,79.21,833,10.09,11.36,1.27,758.79,237.63,93.07,1125.35,Normal,High,No,5.0
SHP100662,2025-05-26,East,Road,Express,85.96,503,10.21,12.35,2.14,756.66,257.88,106.05,1058.45,Adverse,Low,No,4.4
SHP100663,2025-06-20,North,Road,Express,41.8,358,7.78,9.62,1.84,261.88,125.4,32.6,442.56,Normal,High,No,4.1
SHP100664,2025-11-30,North,Sea,Express,50.0,695,21.28,24.99,3.71,295.38,150.0,44.25,538.97,Adverse,High,No,3.7
SHP100665,2025-11-05,North,Sea,Standard,65.51,599,18.28,19.2,0.92,333.54,196.53,30.47,626.62,Normal,High,No,4.4
SHP100666,2025-01-14,North,Road,Standard,67.84,860,16.61,16.17,-0.44,1020.99,203.52,137.8,1319.4,Normal,Low,Yes,4.8
SHP100667,2025-05-29,North,Road,Bulk,58.96,671,12.99,14.85,1.86,692.34,235.84,85.01,1008.08,Adverse,Medium,No,4.9
SHP100668,2025-09-08,North,Road,Standard,110.08,351,7.26,10.26,3.0,676.17,330.24,82.64,1087.33,Adverse,Medium,No,3.4
SHP100669,2025-02-26,South,Air,Fragile,67.43,473,1.25,3.2,1.95,1530.93,472.01,136.75,2163.33,Normal,High,No,4.4
SHP100670,2025-12-13,North,Air,Fragile,78.59,433,1.0,2.7,1.7,1633.41,550.13,213.49,2391.28,Normal,Low,No,4.7
SHP100671,2025-10-29,West,Road,Express,61.69,253,5.86,6.81,0.95,273.13,185.07,38.52,471.68,Normal,Medium,No,4.9
SHP100672,2025-12-13,North,Road,Standard,29.35,306,7.22,7.46,0.24,157.17,88.05,12.52,265.34,Normal,Medium,Yes,5.0
SHP100673,2025-05-13,East,Air,Standard,36.7,579,1.22,1.67,0.45,1019.97,110.1,118.62,1236.87,Normal,Low,Yes,5.0
SHP100674,2025-06-19,South,Air,Express,25.84,1422,2.75,2.8,0.05,1763.74,77.52,168.07,2029.0,Normal,Medium,Yes,5.0
SHP100675,2025-04-12,West,Road,Bulk,91.12,484,10.01,13.68,3.67,771.79,364.48,115.04,1222.97,Adverse,High,No,3.5
SHP100676,2025-04-16,North,Rail,Bulk,20.51,429,6.26,6.1,-0.16,101.19,82.04,10.43,157.88,Normal,Medium,Yes,5.0
SHP100677,2025-06-20,South,Road,Standard,48.87,339,6.61,6.96,0.35,289.92,146.61,23.35,505.92,Normal,Medium,Yes,4.2
SHP100678,2025-05-08,West,Road,Standard,43.1,661,13.04,15.04,2.0,498.56,129.3,47.05,754.45,Normal,High,No,4.2
SHP100679,2025-09-07,West,Rail,Bulk,42.47,1243,14.77,16.08,1.31,607.09,169.88,72.15,912.9,Normal,Medium,No,4.9
SHP100680,2025-02-01,West,Rail,Fragile,44.57,1956,22.35,23.95,1.6,1002.56,311.99,67.02,1379.05,Normal,Medium,No,3.8
SHP100681,2025-08-04,South,Air,Bulk,121.18,760,1.71,2.64,0.93,4420.65,484.72,505.39,5447.68,Normal,Medium,No,4.5
SHP100682,2025-09-19,North,Rail,Standard,15.88,702,8.58,9.11,0.53,128.2,47.64,18.44,170.26,Normal,Medium,No,5.0
SHP100683,2025-11-26,East,Air,Express,102.78,482,1.36,3.0,1.64,2377.92,308.34,324.66,3028.71,Adverse,Medium,No,4.9
SHP100684,2025-09-01,West,Road,Fragile,46.7,528,10.52,12.26,1.74,431.51,326.9,28.52,766.49,Normal,High,No,3.7
SHP100685,2025-10-12,East,Road,Fragile,82.96,919,17.95,19.2,1.25,1334.2,580.72,199.34,2158.24,Normal,Medium,No,4.8
SHP100686,2025-10-17,East,Road,Standard,55.38,547,11.26,10.76,-0.5,530.13,166.14,65.14,800.73,Normal,Medium,Yes,5.0
SHP100687,2025-09-20,South,Road,Standard,27.41,594,12.03,11.2,-0.83,284.93,82.23,21.26,461.07,Adverse,Low,Yes,5.0
SHP100688,2025-12-03,West,Air,Express,108.03,641,1.42,2.32,0.9,3323.87,324.09,203.15,3843.08,Normal,Low,No,4.2
SHP100689,2025-11-29,North,Sea,Standard,99.21,470,15.23,15.67,0.44,396.34,297.63,29.89,779.13,Normal,Medium,Yes,4.5
SHP100690,2025-11-10,South,Road,Express,28.61,624,12.13,12.3,0.17,312.42,85.83,42.31,458.29,Normal,Low,Yes,5.0
SHP100691,2025-03-26,South,Road,Bulk,72.72,214,5.12,5.86,0.74,272.34,290.88,16.87,582.73,Normal,Low,No,4.6
SHP100692,2025-11-25,East,Air,Standard,37.66,879,1.45,1.06,-0.39,1588.95,112.98,128.68,1842.4,Normal,Medium,Yes,5.0
SHP100693,2025-02-14,North,Road,Bulk,21.03,2370,44.48,44.46,-0.02,872.22,84.12,111.78,1127.55,Normal,Low,Yes,4.5
SHP100694,2025-10-30,North,Rail,Standard,33.55,480,5.92,8.58,2.66,185.2,100.65,20.88,302.11,Adverse,Low,No,4.1
SHP100695,2025-11-29,East,Air,Fragile,104.67,798,1.01,1.72,0.71,4009.28,732.69,523.0,5262.13,Normal,Medium,No,4.9
SHP100696,2025-07-19,South,Rail,Bulk,84.04,1038,12.53,13.02,0.49,1003.19,336.16,127.56,1394.6,Normal,Medium,Yes,4.1
SHP100697,2025-07-20,East,Road,Standard,44.86,1314,25.02,25.68,0.66,1031.56,134.58,66.59,1227.58,Normal,High,No,5.0
SHP100698,2025-11-25,North,Road,Standard,104.94,562,11.51,11.32,-0.19,1032.08,314.82,144.83,1500.99,Normal,Medium,Yes,5.0
SHP100699,2025-06-17,South,Air,Express,95.18,241,1.13,2.41,1.28,1101.04,285.54,88.56,1448.46,Normal,Medium,No,4.8
SHP100700,2025-08-28,East,Rail,Standard,33.58,753,9.26,8.48,-0.78,290.79,100.74,31.93,388.18,Normal,High,Yes,5.0
SHP100701,2025-10-13,North,Road,Fragile,118.6,698,13.93,15.46,1.53,1448.7,830.2,170.93,2385.03,Normal,High,No,4.7
SHP100702,2025-07-09,South,Air,Bulk,42.86,537,1.21,1.69,0.48,1104.76,171.44,83.05,1338.79,Normal,Low,Yes,4.7
SHP100703,2025-03-12,North,Road,Express,46.21,604,11.89,14.93,3.04,488.44,138.63,72.22,749.03,Adverse,Low,No,4.0
SHP100704,2025-05-25,North,Air,Standard,16.12,703,1.43,1.0,-0.43,543.95,48.36,56.54,596.98,Normal,Medium,Yes,4.4
SHP100705,2025-12-25,West,Road,Express,37.26,793,16.11,15.47,-0.64,517.08,111.78,33.71,690.18,Normal,Medium,Yes,5.0
SHP100706,2025-07-28,South,Sea,Fragile,49.08,775,23.55,24.76,1.21,323.31,343.56,46.67,744.32,Normal,High,No,5.0
SHP100707,2025-12-26,West,Road,Standard,62.62,577,11.65,12.61,0.96,632.31,187.86,71.3,977.32,Normal,Medium,No,4.3
SHP100708,2025-07-27,South,Road,Express,27.46,803,16.11,16.61,0.5,385.88,82.38,47.44,552.04,Normal,Medium,Yes,5.0
SHP100709,2025-08-10,East,Road,Express,34.47,556,10.92,10.97,0.05,335.39,103.41,35.98,508.19,Normal,High,Yes,5.0
SHP100710,2025-10-14,West,Road,Express,120.0,925,18.17,19.86,1.69,1942.5,360.0,262.48,2577.85,Adverse,Medium,No,4.5
SHP100711,2025-06-12,East,Air,Standard,91.84,460,1.0,2.24,1.24,2027.83,275.52,127.72,2431.09,Normal,Low,No,4.9
SHP100712,2025-12-31,South,Sea,Fragile,100.93,677,20.94,24.9,3.96,580.8,706.51,48.88,1366.02,Adverse,High,No,2.5
SHP100713,2025-03-13,South,Road,Standard,51.37,266,6.03,8.58,2.55,239.13,154.11,24.46,461.4,Adverse,Low,No,3.4
SHP100714,2025-08-28,South,Road,Standard,63.63,530,10.99,11.57,0.58,590.17,190.89,39.48,826.5,Normal,Medium,No,5.0
SHP100715,2025-05-07,West,Air,Bulk,73.59,888,1.51,3.34,1.83,3136.7,294.36,387.48,3863.76,Normal,High,No,4.6
SHP100716,2025-03-26,West,Sea,Fragile,119.06,368,11.88,14.31,2.43,372.42,833.42,35.54,1342.29,Adverse,Medium,No,4.1
SHP100717,2025-01-15,West,Rail,Standard,20.77,545,7.02,9.08,2.06,130.18,62.31,11.01,205.97,Adverse,Medium,No,4.0
SHP100718,2025-09-05,North,Road,Standard,39.4,173,4.22,4.48,0.26,119.28,118.2,7.19,248.14,Normal,Medium,Yes,5.0
SHP100719,2025-11-08,West,Road,Standard,60.52,306,6.95,6.96,0.01,324.08,181.56,40.44,542.86,Normal,Medium,Yes,5.0
SHP100720,2025-10-10,West,Rail,Standard,55.58,354,4.79,5.74,0.95,226.27,166.74,30.56,428.24,Normal,Medium,No,4.5
SHP100721,2025-01-02,North,Road,Standard,34.22,687,13.58,15.38,1.8,411.41,102.66,39.31,596.19,Adverse,Medium,No,4.5
SHP100722,2025-03-15,North,Rail,Standard,70.2,781,9.4,9.51,0.11,630.5,210.6,69.85,913.99,Normal,Medium,Yes,5.0
SHP100723,2025-03-05,West,Road,Express,40.29,630,12.66,12.05,-0.61,444.2,120.87,35.75,607.44,Normal,Medium,Yes,5.0
SHP100724,2025-09-18,East,Air,Fragile,53.38,527,1.16,2.16,1.0,1350.3,373.66,156.63,1871.85,Normal,Low,No,4.3
SHP100725,2025-12-13,West,Road,Express,68.53,528,10.98,12.13,1.15,633.22,205.59,38.68,894.61,Normal,Medium,No,5.0
SHP100726,2025-11-20,North,Rail,Fragile,41.37,964,11.42,13.03,1.61,458.63,289.59,47.69,778.29,Normal,High,No,4.5
SHP100727,2025-08-27,West,Road,Standard,80.32,731,14.35,15.4,1.05,1027.49,240.96,121.22,1346.76,Normal,Medium,No,4.2
SHP100728,2025-12-03,North,Rail,Bulk,88.22,541,7.04,9.06,2.02,548.86,352.88,78.29,995.7,Adverse,Medium,No,4.0
SHP100729,2025-12-07,North,Road,Bulk,34.97,1324,25.17,23.85,-1.32,810.25,139.88,76.42,1095.84,Normal,Medium,Yes,5.0
SHP100730,2025-10-06,North,Rail,Fragile,40.13,1900,21.78,22.84,1.06,876.84,280.91,113.0,1260.6,Normal,Medium,No,5.0
SHP100731,2025-12-19,West,Rail,Bulk,29.83,328,3.82,4.38,0.56,112.52,119.32,12.8,208.2,Normal,Medium,No,4.6
SHP100732,2025-07-20,East,Rail,Bulk,52.73,866,10.16,11.74,1.58,525.14,210.92,75.32,878.43,Normal,High,No,4.2
SHP100733,2025-10-20,East,Rail,Express,62.6,3000,33.92,34.12,0.2,2159.7,187.8,207.02,2556.11,Normal,Low,Yes,5.0
SHP100734,2025-10-13,South,Rail,Standard,43.61,758,9.09,9.74,0.65,380.15,130.83,33.73,577.76,Normal,High,No,4.0
SHP100735,2025-08-09,West,Air,Express,61.66,693,1.29,2.47,1.18,2051.06,184.98,286.83,2497.35,Normal,Low,No,4.5
SHP100736,2025-06-11,South,Road,Fragile,39.53,630,12.9,13.55,0.65,435.82,276.71,28.08,740.95,Normal,Low,No,4.7
SHP100737,2025-07-02,West,Air,Fragile,40.26,851,1.52,3.26,1.74,1644.54,281.82,118.86,2094.24,Normal,High,No,4.1
SHP100738,2025-09-22,South,Road,Express,64.36,985,18.93,19.53,0.6,1109.41,193.08,74.79,1381.85,Normal,Low,No,4.5
SHP100739,2025-05-12,South,Road,Standard,41.77,328,7.2,7.61,0.41,239.76,125.31,32.58,402.66,Normal,Medium,Yes,4.5
SHP100740,2025-11-18,South,Road,Standard,51.17,641,12.58,15.83,3.25,574.0,153.51,34.99,710.4,Normal,High,No,3.7
SHP100741,2025-04-30,South,Road,Bulk,65.6,187,4.99,6.32,1.33,214.68,262.4,29.53,534.15,Normal,High,No,3.9
SHP100742,2025-08-07,West,Air,Express,61.17,579,1.49,2.97,1.48,1700.04,183.51,171.05,2027.09,Normal,High,No,4.4
SHP100743,2025-06-09,East,Air,Express,39.85,396,1.0,1.0,0.0,757.47,119.55,45.72,961.93,Normal,Low,Yes,4.8
SHP100744,2025-10-27,North,Air,Standard,93.02,783,1.86,2.96,1.1,3496.06,279.06,336.14,4118.35,Normal,Medium,No,4.3
SHP100745,2025-04-19,West,Road,Standard,20.12,261,6.25,6.5,0.25,91.9,60.36,7.06,169.51,Normal,Low,Yes,5.0
SHP100746,2025-08-26,South,Road,Bulk,7.76,490,9.82,10.25,0.43,66.54,31.04,7.73,132.35,Normal,Medium,Yes,4.6
SHP100747,2025-10-20,East,Road,Express,71.82,1106,21.02,21.52,0.5,1390.08,215.46,168.4,1787.07,Normal,High,Yes,5.0
SHP100748,2025-03-08,West,Road,Fragile,60.52,448,9.19,9.24,0.05,474.48,423.64,49.29,1007.55,Normal,Medium,Yes,4.9
SHP100749,2025-11-12,East,Road,Express,27.56,228,4.99,5.72,0.73,109.96,82.68,7.0,254.24,Normal,Medium,No,5.0
SHP100750,2025-07-06,North,Road,Express,56.32,749,14.62,13.91,-0.71,738.21,168.96,87.89,952.46,Normal,Medium,Yes,5.0
SHP100751,2025-02-05,West,Road,Standard,36.84,471,9.66,11.11,1.45,303.65,110.52,41.23,449.43,Normal,Medium,No,4.0
SHP100752,2025-02-18,East,Rail,Fragile,69.04,587,7.45,8.34,0.89,466.05,483.28,58.18,1036.79,Normal,High,No,3.9
SHP100753,2025-09-13,South,Air,Express,8.49,435,1.09,1.0,-0.09,177.27,25.47,23.88,193.63,Normal,Low,Yes,4.8
SHP100754,2025-04-17,North,Sea,Express,45.85,1925,56.46,56.15,-0.31,750.22,137.55,58.55,891.44,Normal,Medium,Yes,5.0
SHP100755,2025-01-08,West,Sea,Express,38.86,276,9.26,10.49,1.23,91.17,116.58,12.76,193.9,Normal,High,No,4.5
SHP100756,2025-08-24,East,Rail,Bulk,80.48,3000,33.81,34.53,0.72,2776.56,321.92,247.11,3341.56,Normal,Medium,No,5.0
SHP100757,2025-06-27,East,Road,Standard,16.47,524,10.88,11.24,0.36,151.03,49.41,9.24,100.0,Normal,Low,Yes,5.0
SHP100758,2025-08-30,West,Rail,Bulk,54.35,719,8.93,8.41,-0.52,449.39,217.4,61.07,688.88,Normal,Medium,Yes,5.0
SHP100759,2025-02-10,West,Air,Standard,71.35,474,1.0,1.0,0.0,1623.36,214.05,235.0,2010.16,Normal,Medium,Yes,4.6
SHP100760,2025-12-23,North,Road,Express,130.87,463,9.34,12.05,2.71,1060.37,392.61,126.18,1619.3,Adverse,Low,No,3.8
SHP100761,2025-09-02,South,Road,Standard,40.19,422,9.26,10.99,1.73,296.8,120.57,23.99,473.97,Normal,High,No,3.8
SHP100762,2025-04-23,North,Air,Standard,63.18,905,1.85,1.0,-0.85,2744.54,189.54,226.86,3170.68,Normal,Medium,Yes,5.0
SHP100763,2025-12-31,West,Road,Express,17.1,299,6.74,8.24,1.5,89.48,51.3,9.13,153.4,Normal,High,No,5.0
SHP100764,2025-09-13,North,Rail,Standard,52.84,794,9.73,10.1,0.37,482.48,158.52,67.94,728.01,Normal,High,Yes,4.3
SHP100765,2025-06-15,East,Rail,Express,96.64,195,2.67,2.6,-0.07,216.72,289.92,15.92,487.61,Normal,Medium,Yes,5.0
SHP100766,2025-12-08,West,Road,Bulk,131.55,756,15.32,15.44,0.12,1740.41,526.2,233.8,2544.26,Normal,Low,Yes,5.0
SHP100767,2025-03-19,West,Road,Standard,66.42,1037,19.95,21.6,1.65,1205.36,199.26,103.92,1511.8,Normal,Medium,No,3.9
SHP100768,2025-07-26,South,Road,Fragile,20.05,322,7.26,7.13,-0.13,112.98,140.35,15.0,300.45,Normal,Low,Yes,5.0
SHP100769,2025-11-07,West,Road,Standard,104.89,944,18.73,18.81,0.08,1732.78,314.67,247.48,2325.61,Normal,High,Yes,4.8
SHP100770,2025-07-15,North,Road,Express,20.16,669,13.38,13.74,0.36,236.02,60.48,23.24,338.44,Normal,Low,Yes,4.8
